0,0.108733546,0.181243666,-0.193199024,0.368659616,0.176360248,0.124401011,0.142956503,0.082627615,-0.208255894,0.003119164,0.317244611,-0.030887477,-0.268541309,-0.283266565,-0.196083409,0.067022171
0,-0.266394182,0.23312549,0.248387999,-0.254645762,0.09665622,-0.403808379,0.171463895,-0.342011888,0.249919649,-0.045723965,0.228848939,0.004224158,0.083313983,-0.064141452,0.044749027,0.144704005
0,0.097293182,-0.097589499,0.234658746,-0.07335205,0.149906413,-0.034134768,0.195248446,0.040637236,-0.030805886,0.137652897,0.225866917,0.301798631,-0.130358055,0.231268041,0.152560801,0.25384554
0,0.259802448,0.031313633,0.131695133,0.137440239,-0.313013447,-0.207942843,-0.232930006,-0.166321941,0.282500245,0.048615866,-0.025858397,-0.344515545,0.30620443,-0.190972485,-0.109004551,-0.120020115
0,0.078199195,0.144525677,-0.214014717,0.045440172,-0.169668912,0.200328129,-0.269731566,0.204746277,0.3312838,-0.083755559,-0.324571867,0.101263212,0.305438165,0.091384827,0.129001921,0.020780723
0,0.338602713,0.242531706,0.126678304,0.226530852,0.25412511,0.043477286,0.225943564,0.047466761,-0.344712902,-0.154729237,-0.140282866,-0.55581315,-0.303859193,0.065182694,0.210895256,0.055767247
0,-0.03488209,-0.085188478,-0.131056697,0.086633413,-0.093000394,-0.138609257,0.046319398,0.043539902,0.096281494,0.341314256,0.273962682,0.11754102,-0.196651651,-0.068369968,0.043924788,-0.166208443
0,0.064294444,-0.151327257,-0.040618762,-0.177117844,-0.088668961,-0.117059974,-0.035545161,-0.160701404,0.017775045,0.092067938,-0.054571015,-0.30227396,-0.090047834,-0.182930973,-0.05117932,0.254024215
0,-0.168099217,-0.258423151,-0.179138016,-0.187040036,-0.13694313,-0.171768552,-0.180609052,-0.208318583,-0.00662372,-0.1466022,-0.045539746,-0.098016619,0.154135513,-0.388906134,0.049012442,-0.076548936
0,-0.128448639,0.391428321,-0.083079534,0.072254659,-0.021363188,-0.011523706,-0.05594584,-0.055758345,0.406275765,0.278099877,-0.446536594,-0.016134312,0.33562439,0.234469981,0.00942447,0.139920018
0,1.101340386,0.890738145,0.0247196,0.002312031,-0.194561166,0.071527834,-0.110124241,0.036382291,0.120547505,0.117177175,0.108375224,0.220544118,0.300329726,0.455819342,-0.344094835,0.136573481
0,-0.077678267,0.772633182,-0.219280362,0.116172596,-0.148640157,-0.115947094,-0.138197956,-0.136439444,0.227491231,0.346352284,0.009883275,0.236597714,0.218269633,0.630141741,-0.013742935,-0.141081245
0,-0.026146541,0.261723763,-0.232535128,-0.213493127,-0.088964286,-0.377685498,-0.085566064,-0.354468997,-0.034977152,0.330421819,-0.136363636,-0.387340081,0.063646496,0.337763091,0.089991987,0.086055098
0,0.151770151,0.292409963,-0.008943881,-0.543810583,1.195049329,0.786931093,1.009828776,0.654594413,0.310560221,0.11117567,0.120686717,-0.219674175,0.213021873,-0.191803523,-0.095270791,-0.344922214
0,0.207649616,-0.255639248,0.028982265,-0.266898767,-0.084565427,-0.241187307,0.003422553,-0.205845797,0.175130308,0.031207089,0.073059555,-0.390613579,0.012538894,-0.095012062,0.115061719,-0.146140488
0,0.005630021,-0.281643431,0.017812539,-0.136361122,0.022386711,-0.258053691,-0.016212682,-0.339871887,-0.090097958,-0.430224784,-0.15659879,-0.312408353,-0.083383644,-0.333471025,-0.168444618,-0.08539738
0,-0.021358017,0.51141031,-0.173627412,-0.182039349,0.064266219,0.15879952,-0.021962066,0.090618362,0.092857842,-0.11320412,-0.196387493,0.141217831,-0.098221335,-0.414717191,-0.112139414,0.336684807
0,0.028630963,-0.093202743,-0.029354525,-0.199183404,-0.061636613,-0.093587282,-0.036562778,-0.040458864,-0.118339598,0.383824915,-0.43154128,-0.019497496,-0.336762179,0.204601505,-0.262941633,0.006464177
0,-0.232333554,0.048860656,0.12742861,0.241175578,0.097855051,-0.031532842,0.077560518,0.041125843,-0.038498624,0.176773,-0.291173213,0.002699515,-0.110295825,0.117562517,-0.471091972,0.133156118
0,-0.301436557,-0.235519224,-0.17366406,-0.077227938,-0.697246061,0.209827359,-0.67309223,0.215974823,-0.156314193,0.116324019,-0.550694385,0.15659879,-0.453072029,0.112014118,-0.137568508,0.144372409
0,-0.171144637,0.197019115,-0.180250938,0.033065347,0.013544493,-0.354445602,-0.009948539,-0.277436001,-0.146644122,0.053668604,-0.16051802,-0.222902831,-0.065341569,0.155448064,-0.057621847,-0.071439793
0,0.232734267,0.24539997,0.007157805,-0.04357735,-0.177964982,0.446934767,-0.202069748,0.463182936,0.007825492,-0.257277008,0.012268893,-0.069182926,0.047740677,0.19995747,-0.012966101,0.264570877
0,0.410029853,0.31531389,-0.310273794,0.056935866,-0.108767241,0.323908958,-0.145351769,0.305305191,-0.217269183,0.566429524,-0.252066116,0.446550046,-0.381159151,0.779386352,-0.051995914,0.50908217
0,0.475746829,0.074084502,0.403388915,-0.170188348,0.104864636,0.051196474,0.140383451,0.026281297,-0.017607356,-0.124957066,-0.060151657,-0.150527123,0.246992988,-0.455389158,0.072418402,-0.044789833
0,-0.058844744,0.016318521,0.27970605,-0.284105762,0.150495714,0.114289981,0.138626426,0.120352085,0.086108355,0.259330464,0.112294453,0.120186724,0.083987368,0.608534758,0.172769201,-0.035033527
0,-0.044739637,0.017119947,0.014668583,-0.044194568,-0.109788067,0.063226655,-0.136407457,0.048775975,0.063861601,-0.02824164,-0.258243163,-0.356174581,-0.001718293,-0.177187035,-0.236498679,0.247834972
0,0.039590471,-0.096745892,-0.248268413,-0.139100028,0.078731748,-0.046958444,0.082072843,0.024739526,0.383938179,0.51295288,0.116384085,-0.064250257,0.541517671,0.396277928,0.193685621,-0.017467024
0,-0.400973733,-0.110454504,-0.134326026,-0.004836739,-0.17079762,-0.217135463,-0.102608907,-0.268105502,0.113518537,-0.095699731,0.13683224,-0.104877513,-0.153485348,-0.431240177,0.197349588,-0.52186211
0,0.227805494,-0.437626343,-0.278099353,0.099264058,-0.05626952,0.28026105,-0.089759268,0.120889238,-0.312397814,-0.064890535,-0.316733407,-0.207701242,-0.353898667,0.36552953,-0.206303063,0.116801709
