0,1.938389326,0,1.938389326,0.969194663,0,0,1.938389326,1.938389326,0,0.969194663,0,1.938389326,0,0.969194663,0.969194663,1.938389326,1.938389326,0.969194663,0.969194663,0.969194663,0.015108932,0.011875905,0.005111392,-0.001290892
0,0,0,1.032163846,0,0,0,3.096491538,1.032163846,0,2.064327692,2.064327692,3.096491538,2.064327692,1.032163846,2.064327692,0,2.064327692,0,2.064327692,0,0.010461098,-0.00043089,-0.017647983,-0.024546072
0,0.932778087,0.932778087,0,0.932778087,0,0,1.865556174,1.865556174,0,2.798334261,0.932778087,4.663890435,0.932778087,0.932778087,0,0.932778087,0.932778087,0,0.932778087,0,0.021136009,0.024491128,0.002803221,0.018791555
0,3.082700497,0,0,0,1.027566832,0,1.027566832,1.027566832,1.027566832,1.027566832,2.055133664,4.110267329,1.027566832,0,1.027566832,1.027566832,1.027566832,1.027566832,0,2.055133664,-0.007817373,-0.015102973,-0.004087638,-0.000558848
0,3.067533443,1.022511148,0,1.022511148,0,0,3.067533443,0,1.022511148,3.067533443,0,2.045022295,1.022511148,0,2.045022295,0,1.022511148,0,0,3.067533443,-0.033603087,-0.021546266,0.017276079,0.015362126
0,0,0,0,1.020452173,1.020452173,0,2.040904347,3.06135652,0,1.020452173,1.020452173,2.040904347,0,1.020452173,2.040904347,2.040904347,1.020452173,0,0,4.081808694,0.00240694,0.007620192,-0.015184756,-0.015294548
0,0,2.042423326,1.021211663,0,4.084846652,1.021211663,2.042423326,1.021211663,1.021211663,1.021211663,0,1.021211663,0,1.021211663,2.042423326,4.084846652,0,0,0,0,-0.010884324,-0.004125782,-0.004605175,-0.001596382
0,0,2.047820243,1.023910122,0,1.023910122,1.023910122,1.023910122,2.047820243,1.023910122,2.047820243,1.023910122,2.047820243,0,2.047820243,0,3.071730365,2.047820243,0,0,0,-0.014934022,0.00011304,-0.010573467,0.001484327
0,3.105213119,0,0,4.140284158,0,0,0,1.03507104,0,2.070142079,1.03507104,2.070142079,0,0,1.03507104,1.03507104,1.03507104,0,1.03507104,4.140284158,-0.010127034,-0.003804787,-0.010972705,-0.010166513
0,2.062161412,0,0,0,1.031080706,0,0,4.124322825,0,0,0,2.062161412,0,1.031080706,1.031080706,3.093242119,3.093242119,0,1.031080706,3.093242119,-0.011269658,-0.010913566,-0.004342501,-0.004554981
0,4.922631984,0.984526397,0,0,0.984526397,0,0,3.938105587,0,3.938105587,0.984526397,0.984526397,0,0,0,0.984526397,0,0,0,2.95357919,0.009656357,-0.003085317,0.006518824,0.002383739
0,5.089373379,1.017874676,1.017874676,2.035749352,0,0,1.017874676,1.017874676,0,3.053624028,1.017874676,4.071498704,0,1.017874676,0,0,0,0,0,1.017874676,-0.009832834,0.003596682,-0.008173765,-0.003464758
0,0,0,1.061789821,1.061789821,1.061789821,3.185369462,3.185369462,0,0,2.123579641,1.061789821,1.061789821,1.061789821,0,2.123579641,1.061789821,2.123579641,0,1.061789821,1.061789821,-0.003593829,-0.008156161,-0.023884611,-0.026155219
0,0.983325376,0.983325376,0,0,0,0,0,3.933301503,0,0.983325376,3.933301503,2.949976128,0.983325376,1.966650752,0.983325376,0.983325376,0.983325376,0.983325376,0,0,0.011635936,-0.000795521,0.007796859,-0.00196265
0,2.052374698,0,0,2.052374698,0,0,0,2.052374698,0,0,1.026187349,5.130936744,1.026187349,3.078562047,1.026187349,2.052374698,0,0,0,2.052374698,0.000304213,0.000853875,-0.013871463,-0.013473974
0,1.056637205,1.056637205,1.056637205,1.056637205,0,0,2.113274409,0,1.056637205,2.113274409,4.226548818,1.056637205,0,2.113274409,2.113274409,1.056637205,1.056637205,0,0,1.056637205,-0.007413163,-0.008233985,-0.019795297,-0.02119476
0,4.046597675,0,1.011649419,1.011649419,0,0,1.011649419,5.058247093,1.011649419,2.023298837,0,3.034948256,0,0,0,1.011649419,0,1.011649419,1.011649419,0,-0.008664173,-0.005151223,0.004965775,-0.002799797
0,1.017352409,1.017352409,0,1.017352409,0,0,1.017352409,0,2.034704817,0,0,1.017352409,1.017352409,4.069409635,2.034704817,2.034704817,3.052057226,0,1.017352409,1.017352409,-0.001431099,-4.98E-05,-0.005497319,-0.010374153
0,3.093054587,0,0,2.062036392,0,1.031018196,0,3.093054587,2.062036392,0,1.031018196,3.093054587,0,1.031018196,0,2.062036392,0,0,0,3.093054587,-0.017925039,-0.007844027,0.001523512,-0.006772641
0,2.049269803,1.024634901,1.024634901,2.049269803,0,0,0,0,2.049269803,0,5.123174506,2.049269803,0,1.024634901,1.024634901,2.049269803,0,0,0,2.049269803,-0.037896827,-0.026939668,0.025643374,0.01455822
0,3.036887673,0,0,1.012295891,0,0,0,0,1.012295891,0,3.036887673,1.012295891,0,2.024591782,1.012295891,3.036887673,3.036887673,0,0,3.036887673,0.002057757,0.002258155,-0.005058722,-0.011553081
0,1.930335203,0.965167601,0,3.860670406,0,0.965167601,0,0,0,0,1.930335203,0.965167601,0,1.930335203,3.860670406,0,0.965167601,0,0,2.895502804,-0.004914165,0.000522838,0.019137696,0.02008603
0,1.905416717,2.858125076,0.952708359,3.810833435,0,0,0,1.905416717,0,0,0.952708359,0.952708359,0,0.952708359,1.905416717,0,0.952708359,0,0.952708359,1.905416717,-0.000505164,0.003506429,0.018033616,0.026256761
0,0.9966215,0.9966215,1.993243,0.9966215,0,1.993243,0.9966215,0,0,0.9966215,0.9966215,1.993243,0,0,1.993243,1.993243,0,0.9966215,0,3.986486,0.01045562,0.003900488,-0.019520807,0.008543199
0,0,0.99974001,2.999220031,0.99974001,0,0,0,1.999480021,0,0.99974001,0.99974001,0.99974001,0,0,1.999480021,1.999480021,2.999220031,0.99974001,1.999480021,0.99974001,0.001553194,0.00322562,-0.001865179,-0.002653645
