0,1.694633037,0,1.694633037,0.847316518,0,0,1.694633037,1.694633037,0,0.847316518,0,1.694633037,0,0.847316518,0.847316518,1.694633037,1.694633037,0.847316518,0.847316518,0.847316518,0.07721199,0.075471492
0,0,0,0.838278079,0,0,0,2.514834237,0.838278079,0,1.676556158,1.676556158,2.514834237,1.676556158,0.838278079,1.676556158,0,1.676556158,0,1.676556158,0,0.063877728,0.097844193
0,0.824192443,0.824192443,0,0.824192443,0,0,1.648384885,1.648384885,0,2.472577328,0.824192443,4.120962213,0.824192443,0.824192443,0,0.824192443,0.824192443,0,0.824192443,0,0.074178553,0.101629005
0,2.485999357,0,0,0,0.828666452,0,0.828666452,0.828666452,0.828666452,0.828666452,1.657332904,3.314665809,0.828666452,0,0.828666452,0.828666452,0.828666452,0.828666452,0,1.657332904,0.088326559,0.083006989
0,2.4618406,0.820613533,0,0.820613533,0,0,2.4618406,0,0.820613533,2.4618406,0,1.641227067,0.820613533,0,1.641227067,0,0.820613533,0,0,2.4618406,0.113221996,0.066164471
0,0,0,0,0.848822524,0.848822524,0,1.697645048,2.546467572,0,0.848822524,0.848822524,1.697645048,0,0.848822524,1.697645048,1.697645048,0.848822524,0,0,3.395290096,0.067182587,0.083994889
0,0,1.665159261,0.83257963,0,3.330318522,0.83257963,1.665159261,0.83257963,0.83257963,0.83257963,0,0.83257963,0,0.83257963,1.665159261,3.330318522,0,0,0,0,0.090311787,0.077108583
0,0,1.609880188,0.804940094,0,0.804940094,0.804940094,0.804940094,1.609880188,0.804940094,1.609880188,0.804940094,1.609880188,0,1.609880188,0,2.414820282,1.609880188,0,0,0,0.098489833,0.096570073
0,2.517448655,0,0,3.356598206,0,0,0,0.839149552,0,1.678299103,0.839149552,1.678299103,0,0,0.839149552,0.839149552,0.839149552,0,0.839149552,3.356598206,0.077988044,0.082862405
0,1.7181795,0,0,0,0.85908975,0,0,3.436359,0,0,0,1.7181795,0,0.85908975,0.85908975,2.57726925,2.57726925,0,0.85908975,2.57726925,0.081977751,0.058932499
0,4.298788014,0.859757603,0,0,0.859757603,0,0,3.439030411,0,3.439030411,0.859757603,0.859757603,0,0,0,0.859757603,0,0,0,2.579272808,0.070000934,0.070241463
0,3.934629828,0.786925966,0.786925966,1.573851931,0,0,0.786925966,0.786925966,0,2.360777897,0.786925966,3.147703862,0,0.786925966,0,0,0,0,0,0.786925966,0.104565831,0.108508203
0,0,0,0.850424165,0.850424165,0.850424165,2.551272494,2.551272494,0,0,1.700848329,0.850424165,0.850424165,0.850424165,0,1.700848329,0.850424165,1.700848329,0,0.850424165,0.850424165,0.067666598,0.081909237
