TARGET,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
0,0.003002822,-0.00395461,-0.004123896,0.006777342,0.006403617,-0.001013157,-0.001003177,0.001001085,0.001728737,0.003243211,0.007649857,0.00420949,3.68E-05,-0.00291636,-0.006619609,0.006458879,-0.005061012,0.00292211,0.00021838,0.000819493,-0.000394291,-0.007526998,0.002262848,-0.00250637,0.001206946,0.005803687,-0.004180179,0.004357286,-0.004717834,0.007238773,-0.001094073,0.004293104,0.000409317,-0.000437114,0.000196997,0.000835884,0.004516156,0.007096428,0.007627442,-0.006006948,0.006998023,-0.006874079,-0.004653052,-0.003763944,-0.007780036,-0.007166063,-0.006019711,-0.002831189,-0.000383145,0.007714604,0.00097623,0.006684814,-0.005198795,-0.001642323,0.005202673,0.004646823,-0.00292546,-0.007276719,0.007203184,0.004348964,0.000979281,-0.000404204,-0.005607806,-0.004360529,0.002533997,0.004568552,0.001202848,-0.004053304,-0.007190337,-0.006769617,-0.001214279,-0.002333072,0.0021966,-0.006378919,0.004881278,-0.007188425,-0.005877249,-0.005136256,-0.006948285,-0.003981138,-0.004211467,-0.006664987,-0.006030508,-5.72E-05,0.004541435,0.006584845,-0.004173773,0.00260916,0.004424112,0.007685511,-0.001684259,-0.007142487,0.006583679,0.006699299,0.0006047,0.004492508,0.000328741,-0.005770466,0.000304148,0.001374963,0.006233282,-0.006203165,-0.005932414,-0.002732579,0.001140961,0.000452067,-0.001905026,-0.00153022,-0.003320204,-0.007738606,0.003163799,0.001255075,0.001429398,-0.001065226,0.003563747,-0.005313471,0.003934753,0.006522615,-0.005131702,-0.004969569,0.003045108,0.003143224,-0.002203975,-0.007239738,-0.00516365,0.005413036,0.004564047,-0.006224738
0,-0.007776206,-0.001502356,-0.005473567,-0.000234057,-0.001707314,0.00248458,-0.00050439,0.00060044,0.001936841,4.98E-05,0.006222855,0.002965874,0.004847498,-0.002176003,0.006399714,-0.004922445,0.003269008,-0.004838671,-0.003125544,0.0069762,-0.005854225,0.006575728,-0.006790751,0.002885345,-0.004100147,0.007303364,-0.001946395,0.006539733,0.000361204,-0.005656761,0.002780133,0.007596215,-0.000362103,0.007403936,0.006364705,-0.004372832,0.002163969,0.001132559,-0.006418459,0.003000559,0.00197478,-0.0044941,0.00567483,0.004296546,-0.006977237,-0.004016737,-0.002567999,0.005317004,0.006843132,0.004370185,-0.001488978,0.007280283,-0.000336088,-0.00094681,-0.005918092,-0.003582422,-0.002268968,0.000686052,0.00529494,0.005535645,0.005544481,0.0060111,0.00028073,0.003311668,-0.001046595,-0.007067083,-0.005856236,0.004832073,-0.007198269,0.001714132,0.005278694,-0.000367984,0.003911543,0.003360677,-0.004059758,-0.000162107,-0.000313988,-0.00408469,0.007777418,-0.002426463,0.007536043,0.001450654,0.006904809,-0.007509245,0.002973596,0.007499017,0.001193727,-0.006366222,0.000808571,0.007708724,0.000375076,-0.005019315,0.001243809,0.004782504,-0.006827083,0.004453512,0.007626995,0.0077083,0.005439132,0.006931666,-0.006246313,0.003902456,0.001802946,0.002551661,-0.005017579,0.006478572,-0.000437517,0.00068549,-0.005048285,-0.001085336,-0.005148799,-0.001004349,0.005975093,0.004087829,0.004135286,0.003931372,0.000373077,0.007160147,0.001066243,-0.002839048,-0.007328429,-0.002091149,-0.00170891,-0.001145804,0.001957814,0.000743712,-0.002432063,0.002326211
0,0.006792796,-0.007658009,0.001888875,-0.007329552,-0.004990236,-0.00475684,0.000385405,-0.003286738,0.004400835,0.007213661,0.002620512,-0.00333461,-0.005689705,-0.001278005,0.002705886,0.00296189,0.002386536,0.003036216,0.004234484,0.000224489,-0.002704755,0.006069061,-0.001476198,-0.001489669,-0.000988137,0.004866771,-0.006457113,-0.001365495,0.004256222,0.004543446,0.007483155,0.005136889,0.004678182,0.005277433,0.004218004,-0.005171678,0.003363073,-0.003905341,-0.005436242,-0.002992791,-0.005135499,-0.007497229,-0.001065836,-0.006719523,0.006544107,-0.004183265,0.00181802,-0.002460342,0.002696117,-0.001143053,0.006602275,-0.007480362,0.006521928,0.001627694,-0.006195656,0.004220666,-0.006081515,0.003127982,0.005187322,0.001496156,-0.007590778,-0.001681056,0.00675,-0.003120707,-0.006423883,-0.002097804,0.00664907,-0.001299843,-0.001983736,0.004541044,0.000491675,0.003322154,0.006173493,0.007014609,0.002139705,-0.005013906,-0.006085164,0.000531116,-0.004610686,0.000789275,0.007529137,0.002439846,-0.00434868,0.005560621,-0.007664798,0.004423325,-0.006365091,0.004790749,-0.001644963,-0.001574431,-0.003442464,0.006230933,0.000189139,0.002762966,0.002521642,0.005189431,-0.004751314,-0.003247337,0.005546265,0.001108819,-0.002057456,0.004054388,0.004273229,0.005637803,-0.00135745,-0.000509725,-0.002070953,0.005447255,0.000546085,-0.004724756,0.004547052,-0.006225342,-0.007517051,-0.006397314,-0.003063118,-0.007590738,-0.00593472,0.001287523,0.003459397,-0.001208042,-0.007642029,0.005018031,0.003702549,0.001771695,-0.001704626,0.005736657,0.004873733,0.001708863
0,0.002281037,-0.000288351,0.000654165,-0.001299906,-0.004144016,-0.001901671,0.004286281,-0.003939428,-0.002676669,0.005169706,0.002364233,0.003884541,0.007107314,0.004268639,0.005706265,-0.000276661,-0.007512817,-0.00678747,0.005771371,-0.005354117,0.003812431,-0.003181712,-0.004285022,-0.006179683,-0.002833069,0.002332542,0.006849726,0.004100171,0.003129188,-0.001075159,0.005236519,0.000776083,0.007482234,0.004703055,0.007476604,0.004745488,0.002301386,0.007007905,-0.001890772,-0.001744554,0.003661288,0.002289951,0.00464789,-0.006222498,0.00132722,-0.000964433,0.007652311,0.001277886,0.002960033,0.002662098,0.007669853,-0.005199404,0.005494657,0.003341021,0.006877179,0.003251314,-0.002959891,-0.001956499,0.002951095,-0.003306199,-0.004857291,-0.002129411,0.002463921,-0.00240733,0.00179752,-0.00149445,0.005696593,-0.001086126,0.002031031,0.001087828,-0.004597246,0.001690908,-0.006083994,-0.004226869,0.003104524,0.004415655,0.003850276,-0.005510146,0.00676684,-0.006293384,0.002367985,-0.000948877,0.004637183,-0.000910618,-0.003466066,0.005561546,0.005523345,0.00750088,-0.003809625,0.004707951,-0.002200132,3.22E-05,0.001866107,0.006279113,-0.000783653,0.000575394,0.00700933,-0.006037386,0.002155342,0.001637136,0.00544553,0.003229319,-0.004524703,-0.000174183,0.00771378,-0.007284655,-0.002468214,0.001669107,-0.001744194,-0.007382512,0.003944024,-0.002781472,-0.003957872,-0.002935034,-0.000697184,-0.00696852,0.004951398,-0.001956682,-0.004255001,0.001767689,0.004207255,-0.006092439,0.000728908,-0.002756556,-0.002375195,0.004250784,0.004611704,0.000453022
0,-0.003799163,-0.004566115,0.006316817,-0.004502894,0.004294042,-0.002494074,0.007146028,-0.007071172,-0.005247152,0.003732733,-0.00345098,-0.004105571,-0.003943899,-0.003534346,0.003140035,0.001444053,0.003424156,-0.004230403,0.004983728,0.001171306,-0.001390099,-0.005003097,0.00431894,0.001284488,-0.000562198,-0.002668846,0.004989974,-0.004096275,-0.007261342,-0.002407971,0.006610729,0.004737077,-0.004754727,0.003685421,-0.001123857,-0.004080029,-0.003116287,0.000764221,-0.007669112,0.000145527,0.000261749,0.006032506,0.002282662,-8.71E-05,0.000335993,-0.007134787,-0.001922402,-0.003226413,-0.006777891,-0.007638776,-0.004099277,-0.000743248,0.001978735,0.00254349,0.002715318,-0.006961971,-0.005345906,-0.007183461,-0.003450718,0.002554066,0.007586658,0.003907465,-0.000215558,-0.004788334,0.005924711,0.003320111,-0.006600473,-0.000733582,-0.000208976,0.004132663,0.003703906,-0.004756007,0.006682896,-0.006979276,0.002807352,-0.007087318,-0.00532551,-0.001136804,-0.003831876,-0.000729891,-0.00329719,-0.004500629,0.00557374,-0.001367007,0.001235322,0.00067198,-0.00356829,-0.005752944,-0.005649205,0.000963804,-0.007333873,0.005469619,-0.005399311,0.003809551,-0.001389962,0.000382354,0.005219243,0.006394648,-0.003565767,0.005518185,-0.007787051,-0.000977302,0.001138043,-0.003536806,-0.003908001,-0.004774805,-0.001897619,0.004141835,-0.003838467,-0.003839001,0.003762427,0.006972036,-0.001869048,-0.005315471,0.003156979,-0.007337395,-0.003812557,0.00313938,-0.006082609,0.003231026,-0.007658743,-0.002952857,-0.000558663,-0.001681441,-0.001621571,-0.00270401,0.007071304,0.004965922
0,-0.001250328,-0.006149693,-0.00359762,-0.003879474,-0.002025011,0.003433861,0.000779456,0.003317258,0.004046606,-0.005532378,-0.006553507,0.005737701,-0.00778295,0.001441294,-0.002995025,-0.003562794,0.003930312,-0.007042847,-0.004601776,-0.000677366,-0.007729394,0.005716543,-0.003197673,0.002926864,0.004021929,0.004262012,-0.007471498,-0.000764966,0.000589691,-0.001180288,0.000832959,0.001862955,0.004872833,-0.006279433,-0.006330855,0.003995467,0.005314163,-0.000232916,-2.31E-05,-0.006880266,0.001117153,0.003413573,0.000362491,0.005143045,-0.005543626,-0.001146537,-0.007068212,0.006937441,-0.004845989,-0.004588515,-0.00721068,-0.006585774,0.002463111,0.006826598,0.003136477,0.003980312,0.006666414,0.003812224,0.003148775,-0.001841769,-0.005420922,0.006823948,-0.00606979,-0.007471792,-0.006987021,-0.001700997,0.002545332,0.006155959,0.003099994,0.006832839,-0.00713776,0.002859365,-0.000224476,0.007798276,-0.001832832,0.006889753,0.006999728,0.002687069,0.005915377,-0.007199435,0.002059139,-0.00759242,-0.00024746,0.00523652,-0.001079607,0.006690152,-0.005564199,0.004340047,-0.005930491,-0.003679479,0.000610405,-0.002457242,0.000867427,0.005929803,-0.007418798,0.001444263,0.007123077,-0.000365838,-0.004081448,-0.006661132,0.004194547,-0.006790168,0.000625395,0.002689745,-0.003761408,-0.005469427,-0.005965172,-0.002051158,-0.005078828,-0.007564756,0.00763587,-0.004403839,-0.000358852,-0.003729635,-0.003641818,0.002723263,0.00638016,-0.00755553,0.003544722,-0.007469167,0.000382257,0.006363698,-0.004280981,0.005290085,0.000748928,0.006016576,-0.004312411,0.007353616
0,0.000249675,-0.003057147,-0.001346739,0.006117511,0.007106471,-0.002128745,-0.005336476,0.007111661,0.00016403,-0.000642819,-0.002474942,-0.006959769,0.005778792,0.001331666,-0.007288771,-0.005766284,2.50E-05,0.005955233,0.00776584,-0.007006454,-0.005539313,-0.000656613,0.006897293,0.004824406,-0.005608962,-0.003268151,0.006848906,0.004672682,-0.00600444,0.00488955,0.004650987,-0.001615184,0.005964083,-0.001975518,-0.005072043,0.004665994,-0.003433063,-0.001759835,-0.001446674,-0.006625738,-0.003670932,0.001447483,-0.004367612,-0.003105239,0.000823342,0.00310812,-0.001932876,-0.006272657,-0.000359436,-0.004515771,0.006079098,0.004656266,0.002117923,-0.002346375,0.005598291,0.005717089,0.004460244,0.006990922,-0.005481171,0.003268242,-0.005170921,0.00426511,0.007567395,-0.003041402,-0.000962634,3.95E-05,0.002466676,-0.000983639,-0.000141325,-0.004875356,0.00706987,-0.006865445,0.002159891,-0.006181383,-0.003778885,-0.002067662,-0.007422041,-0.007181876,-0.006304477,0.002974756,0.005653008,-0.007651881,0.001211613,0.005551025,-0.006202634,-0.003681211,-0.006361517,0.007349375,-0.007465484,0.002997998,0.0013955,0.004526242,-0.001060764,0.006950301,0.004565803,0.000609754,0.00692904,-0.005075051,0.006566625,-0.000855577,0.002438141,0.005108818,0.004999095,-0.002272793,-5.28E-05,-0.006243561,0.001626768,-0.001459245,-0.006392794,0.003364295,0.002026792,-0.00029514,-0.005795343,-0.005471951,-0.002449151,0.005325124,-0.00138076,0.007429728,-0.005202893,0.007293199,-0.006188808,-0.00409005,0.002588338,0.001466412,-0.006763202,0.0028123,0.003075673,0.004579765
0,0.005886641,0.002409549,0.000920699,0.005857658,0.000975104,-0.001313314,0.007433416,0.002764157,-0.002430719,-0.002839511,-0.004619207,-0.0005302,-0.006607396,0.002980853,-0.007619981,0.002165906,0.000410809,0.007341696,0.007473031,-0.005371925,0.001816377,-0.001163504,-0.000471868,0.007515885,0.00228731,0.003576682,-0.005676623,-0.007481097,0.005886986,-0.003886284,-0.005818943,0.000426836,-0.002418029,0.006347906,0.005219081,0.007239021,0.007741201,0.005918759,-0.006223779,0.002740697,0.003397071,-0.000336494,-0.002369583,0.004025232,-0.004077911,0.007347308,0.005909097,0.005143871,0.00037196,-4.53E-05,0.002267459,0.006320738,-0.004497641,0.005649244,0.005322933,0.002303557,0.005341609,0.000903053,-0.005559916,0.006649835,-0.00538632,0.003332463,-0.006313865,-0.005006917,-0.003119623,-0.004655113,0.004428975,-0.000747688,0.002541265,-0.003065561,-6.11E-05,0.000218146,-0.003955293,-0.003425884,-0.002907257,0.003443086,-0.002412482,-0.004418262,-0.00701133,0.007213096,0.000418385,-0.006509189,-0.001581319,0.002983958,-0.006009007,0.00504441,-0.004582723,-0.005172974,-0.003679062,-0.002858071,-0.006030143,0.000893504,0.003489295,0.001435652,0.00781023,-0.002270166,-0.000819007,0.00489447,-0.001277062,0.0005015,0.000521873,0.003229381,-0.000581715,0.000978147,0.006691069,-0.006986227,-0.00778536,0.001982143,0.006116064,-0.002944939,0.004883665,0.003370786,0.001280204,0.007590919,-0.006791013,0.004641725,-0.005455503,0.006691272,0.000126106,-0.002829754,-0.006779166,0.00582756,0.002518236,-3.65E-05,0.003908442,-0.006846675,0.004817626,-0.002456259
0,-0.007589638,-4.58E-05,-0.004909826,-0.003825483,0.005940561,0.002075183,0.00050153,-0.003287678,-0.004293747,0.000803654,0.003201806,0.007420938,-0.004040154,0.006445612,0.006080903,0.001982333,0.006019043,-0.003547468,0.004821666,-0.003377839,-0.001476814,-0.002730432,-0.007103573,0.004933478,-0.007225147,0.006507353,0.000404404,0.006231809,0.000884308,0.007583641,0.007634081,-0.001275764,0.003239604,-0.000555017,0.002957868,-0.004672102,0.004777703,0.001247049,-0.004307924,0.007472548,-0.006532807,0.003707463,-0.005003033,0.00492755,0.00410898,0.006282243,0.004715411,-0.00098335,-0.001887376,-0.003589137,-0.007184311,-0.002437401,-0.004150513,-0.000809362,-0.00485555,-0.002054016,0.003241555,-0.005585449,0.0018773,9.83E-05,-0.001726407,0.007771827,0.002750132,-0.002869824,0.000227937,0.001961404,-0.006708006,0.001877761,0.001721372,-0.006569775,0.002140003,-0.007003442,0.005042799,0.004856884,0.005258439,-0.005176581,0.002037372,0.003924585,0.00255388,0.004424955,0.007481827,-0.002968877,0.006942664,0.003429514,-0.005206544,0.006670634,-0.006430369,-0.005721809,-0.002438888,0.002346775,-0.000553255,0.004123111,0.003421493,0.001818713,-0.005423259,-0.007148978,0.000215185,-0.003697408,0.000378199,-0.007089736,0.001079352,-0.0060878,-0.001671982,0.003183692,0.002939434,-0.004081414,0.007609123,0.00061992,-0.000612376,-0.001619519,-0.0068682,-0.007651705,-0.001273608,-0.002585919,0.001519323,0.001957337,0.007350435,0.000902301,-0.007452581,0.003036742,0.003373676,-0.004435031,0.00712178,-0.002798229,-0.000764972,-0.00393156,0.006523015,0.003110874
0,0.001342966,-0.001091164,-0.005699039,0.006034565,0.003828356,-0.004564131,-0.001996709,-0.006684486,0.007691078,-0.002166043,-0.007560347,-0.007332237,-0.005548895,-0.001597513,-0.00665191,-0.001191895,-0.002724918,-0.006152767,-0.006658117,0.004902721,0.005847676,-0.003574926,-0.002076177,-0.002618617,-0.000120815,0.001955465,0.000168639,-0.004825714,-0.001727119,-0.005765398,-0.002573031,0.004509079,-0.005094218,-0.005036426,-0.001590312,0.002325812,0.002615847,0.007021725,0.002088973,-0.000935499,0.004923197,0.003310247,0.001164119,-0.000352256,-0.00323813,-0.001521676,0.00236869,0.000489798,0.007224047,-0.007151634,0.006743119,-0.004310735,-0.003210338,0.006166444,0.006941077,0.005545296,-0.007507406,0.007124445,0.007456888,0.006607425,0.0054219,0.007409793,-0.006081125,-8.94E-05,-5.28E-05,-0.004253516,-0.004794254,-0.000276061,-0.001424321,-0.005919186,0.004658504,-0.007557307,-0.002362719,-0.004854566,0.001810706,-0.007354126,0.002545477,0.003805864,-0.001898621,0.004535507,0.00657605,-0.003855,-0.003829437,-0.000588605,0.006343645,0.007576481,-0.006956817,0.003332417,0.00485524,-0.004162247,0.00093458,0.000839215,0.001361368,0.002874895,-0.004221412,-0.005539623,0.004510613,-0.003941782,-0.002599015,-0.001734034,-0.006244227,0.004838405,-0.003054903,-0.002301714,0.001855165,0.004552506,-9.48E-05,-0.001234794,-0.003494512,0.006748075,-0.003190178,0.000626116,0.006645382,0.005319887,-0.007595923,0.006101998,0.007354148,0.002633975,-0.004248561,0.004231733,-0.003946043,-0.005542667,-0.002919099,-0.003715391,0.007587594,0.002779737,-0.007793971,-0.005346506
