0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
0.396314067,-0.03614999,0.064518334,-0.073159415,0.096052202,-0.050067267,-0.090869142,0.037281994,0.10020885,0.046334116,0.051876526,-0.009470941,-0.126503629,0.065965792,-0.092773201,-0.088212147,0.045009286,0.09628885,-0.0285908,0.029310144,-0.010337499,-0.128578261,-0.062508027,0.038347373,-0.15292107,-0.017267753,0.03539874,-0.042759699,-0.00606035,-0.084254152,0.048523601,0.039397147,-0.020217734,0.048936289,0.084791142,-0.098223695,-0.071049162,0.026316774,0.066226856,-0.040117909,0.038231928,0.059593661,-0.067319228,-0.094401397,0.034303949,0.032414029,-0.11346685,0.10494034,-0.048431057,-0.107669595,0.024151894,-0.087609412,-0.056509911,0.053574836,0.035574042,0.054778193,0.17004202,0.041805111,-0.073553307,0.058889686,0.064285538,0.084504939,-0.029076406,0.003607639,-0.091809653,-0.108293342,0.00528569,-0.044415103,-0.004024929,0.033812486,0.070456208,0.01285869,0.069045714,-0.020575064,0.017262131,-0.009690354,0.020186978,0.077935331,0.025206546,0.060896128,0.008463266,-0.005805845,0.04730036,0.010002668,0.040687285,-0.03489608,-0.010957157,-0.090958765,-0.125139074,0.012522655,-0.040805835,-0.024380331,-0.029559576,0.07120496,0.114250739,-0.060555959,0.027602062,-0.055176112,-0.129918539,-0.060081346,0
0.401281786,-0.186660457,-0.115921574,-0.267419519,-0.016474976,-0.064112916,-0.07210173,-0.035793146,0.172961519,-0.108010929,0.03091032,-0.008466072,-0.015846627,-0.115483152,-0.134229435,0.050510733,0.136927501,-0.090634146,0.037985406,0.01781273,-0.122634779,0.078712139,-0.004833008,-0.109551519,-0.00890412,0.030839618,-0.060896954,-0.001217489,0.018827371,0.028505533,-0.05133098,-0.059917084,0.057361169,0.079156805,0.025783891,0.088407369,-0.03684569,-0.017447996,-0.040360714,-0.032658255,0.055487034,-0.058392465,0.075544953,0.060035082,-0.04422352,-0.017052187,-0.097064815,0.000647204,-0.014359293,-0.047611524,-0.020521507,-0.022659862,-0.081249951,-0.012436861,0.032817808,-0.001882984,0.062056306,-0.056335606,-0.013898773,-0.052032448,0.006600003,0.019483809,0.053534226,-0.07642875,-0.095773353,-0.017689636,0.029411708,-0.013835443,-0.023749226,-0.080054492,-0.020874149,-0.00740972,0.101774246,0.02918398,0.054773243,-0.036943443,0.013899141,-0.047195121,-0.01876654,-0.026430241,-0.023782586,-0.017793422,-0.025613055,0.027578364,-0.044222223,-0.03699206,-0.040271943,0.002807638,-0.052904083,-0.107582451,0.021199144,0.038402469,-0.041009714,0.069455468,-0.012703925,-0.055811261,0.060481961,-0.017539228,-0.082948478,0.005764792,0
0.421011947,-0.051170459,0.031428576,-0.184140626,-0.075075963,-0.184509783,-0.07801974,0.011354794,-0.018533533,0.067498998,0.052543081,-0.100828678,0.149918044,-0.031407417,-0.02046726,0.031129601,0.233291521,-0.143287051,0.158527312,0.000282077,-0.176772159,0.005352678,0.006287412,-0.126826787,0.000835271,0.112725597,-0.228044262,0.173248784,0.08676304,0.127008109,-0.03679404,0.02822018,0.027869469,0.073467068,-0.042930097,-0.088326177,-0.002671767,0.208430967,-0.131952089,0.118275097,-0.086840686,-0.019250948,-0.016959856,-0.062747586,0.015655292,-0.04505701,-0.135358479,0.049864531,-0.002786383,-0.01340745,-0.001835762,-0.086983277,0.008150154,0.098126391,0.079775408,-0.06208459,0.060262642,-0.056300261,0.037134069,-0.034999134,0.042542854,-0.041134562,-0.009023389,-0.018742367,-0.041191025,0.069047672,-0.008151135,-0.021780181,-9.78E-05,0.010569329,-0.020927722,-0.017401515,-0.01051761,0.066352548,0.078469032,0.01476722,0.015266318,-0.075736974,0.017132173,0.030825546,0.003437257,-0.078444244,-0.045059446,-0.013400412,0.043581853,-0.047938533,-0.02884755,-0.046678419,-0.074086299,0.015532374,0.029164671,-0.021453523,0.005910289,0.021597187,-0.084544476,0.045725083,0.020761453,0.045297708,-0.053283045,0.026642956,0
0.419082613,0.137935055,0.029789393,0.027397517,0.05329591,0.017428048,-0.058438532,-0.094600785,0.061460129,-0.050057466,0.063814147,-0.007817066,-0.055351601,-0.068670289,0.102395009,0.116125635,-0.040577776,-0.070106342,0.142671842,0.159573481,0.129873425,0.007725691,0.005830223,-0.022417809,-0.082343129,0.077022923,0.010652415,-0.008066814,-0.071217412,-0.041887997,-0.066029945,-0.035867833,0.128590586,0.061913141,0.078626286,-0.045216263,0.073333962,-0.01675813,0.033336747,0.03107015,-0.091346752,-0.062458816,-0.030728234,-0.062331168,0.037654609,-0.025108924,-0.038334643,-0.069971729,0.009178078,-0.087359454,0.043961975,-0.047346313,-0.046475594,0.028862437,-0.052098464,0.061037006,0.039933603,0.028506998,0.035915666,-0.073280755,-0.031761584,0.094804692,-0.060591365,0.057384488,0.013098871,0.057014277,-0.026322598,0.051569201,-0.008704737,-0.061323062,0.021469683,-0.075877474,-0.080111483,-0.045637403,0.008000475,0.007139593,0.00511658,0.020391071,0.025800277,0.001300413,0.019108023,-0.032753677,-0.055765074,-0.052160085,-0.03127082,-0.002981249,-0.006792417,-0.045127243,0.038979424,0.03159453,0.023434908,0.017194008,-0.003981373,0.106977419,-0.081014642,0.08330444,-0.058552423,0.098363125,-0.012169948,0.001476993,0
0.411648186,0.156481262,0.054694524,-0.188321013,0.130528975,-0.111795866,0.05951181,-0.038671016,0.045370967,-0.163626872,0.034214939,-0.057468981,0.083033172,-0.029016964,0.095624947,0.12841116,-0.037890167,-0.055962456,-0.030660302,0.071781921,0.002394645,0.138826056,-0.05930509,0.064169856,0.174128709,-0.084749935,-0.105935276,0.052987225,-0.045515058,-0.041469832,0.062365303,0.082275376,-0.022457442,0.202494077,-0.08790455,-0.013893169,-0.089924978,0.020114335,0.038070332,0.029526834,-0.07683146,-0.019599538,-0.08144554,-0.002422351,0.001925201,-0.015310338,0.009972634,-0.006134673,0.146318922,0.066049255,-0.128883228,0.068153188,0.143347088,-0.010921896,-0.104115882,0.047706396,0.027947675,0.013751746,-0.023441202,0.110836401,0.02719834,-0.033307117,-0.018113845,-0.044552621,-0.038626339,0.015638477,0.048254112,-0.011142748,-0.044117257,-0.043664887,0.03803564,0.041576466,0.156758737,0.056396242,0.079988277,0.023852132,-0.052849015,0.098716469,-0.024109443,0.036095581,-0.099625646,0.065718681,0.019673614,0.007542717,0.036876024,-0.031981913,0.007090011,0.118798068,0.024992024,0.01306206,0.027618259,-0.076977843,0.039267829,-0.015464201,0.008226425,-0.036455108,-0.023844568,0.070630222,-0.013400739,-0.080703187,0
0.44149442,-0.093781001,0.288180725,0.034465328,0.098181038,0.01750276,0.150144727,-0.118646604,0.062477652,-0.018483824,-0.024281645,-0.01303369,0.037583642,-0.095092211,0.024644581,-0.095184747,-0.113648904,-0.035176491,0.078498385,-0.003921392,0.044194124,0.027328323,-0.039166055,-0.088136844,-0.059076417,0.010389203,0.078532572,-0.068326236,-0.012803023,0.05590415,-0.104859276,-0.057058562,0.109055369,0.006552744,0.115026639,0.039121402,0.040162637,0.108922718,0.067866189,-0.134424786,0.082308197,-0.026871153,-0.029162,-0.005353299,-0.038284959,-0.087691003,0.0130862,-0.05144525,-0.056416648,0.073610473,-0.001076878,-0.037956221,-0.110261088,0.047476663,0.033025378,0.122710026,0.023624625,-0.062572458,0.010509046,0.050272899,0.164344015,0.012299626,0.013154797,0.084634211,0.054155954,-0.091759881,0.037057769,0.10282099,0.054927286,-0.102324277,0.03884847,0.027659959,-0.016596721,0.039276841,-7.50E-05,-0.035299418,-0.091066987,-0.014362427,-0.076264381,0.078169046,0.007761673,0.096284602,0.068924744,-0.018090797,-0.077203719,-0.032916654,-0.062568355,0.015564841,-0.052700902,0.018847089,-0.086939494,0.035327514,-0.023618179,0.041152848,-0.031897131,-0.060417207,-0.028303197,-0.05992179,0.020883584,0.004090093,0
0.295521381,-0.164020171,-0.043505813,0.162818301,0.058283154,-0.149432367,0.008684781,-0.048679731,0.041374606,-0.03396648,-0.021606245,-0.135644463,-0.158167698,-0.014879581,0.093867047,-0.020888417,-0.308583947,-0.039571939,0.294608316,0.018057199,0.029602901,0.026418127,0.045037194,-0.034337678,0.003271173,0.010661134,0.023680654,-0.016274805,-0.033264683,-0.044561067,0.021346076,0.018970228,-0.014186479,-0.014807067,-0.027208625,0.03037935,0.011353492,0.098199666,-0.027264633,-0.013040652,0.029950286,-0.02839677,0.02255403,-0.069016261,-0.031925685,-0.113482276,-0.020428356,-0.013800783,0.044130116,-0.022243114,-0.040661197,0.017211103,0.011582389,-0.022637422,0.018058078,-0.055941269,-0.070718871,0.002763479,0.069920386,0.09947101,0.07926761,-0.004543456,-0.018104645,0.049942003,-0.03880074,0.029385471,0.024160718,0.056551411,0.013167147,-0.018668905,0.002723028,0.030084213,-0.071169252,0.031351453,0.031196627,-0.060694601,0.048729023,-0.024008471,-0.062547073,0.097404848,-0.047342535,-0.064205205,0.021504459,-0.013368725,0.006765914,0.018272837,0.073702925,0.020174888,0.024053766,-0.029854932,0.004971977,0.009824626,0.018866601,0.038275737,0.078545025,-0.080049778,-0.017969694,-0.03907306,-0.011392301,-0.057070819,0
0.38702611,-0.177227768,0.027391502,0.160519799,-0.127060473,-0.189167136,-0.051493805,0.03371592,0.005834948,0.018542461,0.039487624,0.010496713,-0.056807735,0.028155087,0.085313838,-0.092260982,-0.092866486,-0.05323768,0.064552252,-0.022887644,-0.033745337,-0.010601087,-0.058071623,0.037839206,-0.004928813,0.036744265,0.135335109,3.10E-05,-0.032160553,0.021753728,-0.034856426,0.006946236,0.009319457,0.08891702,-0.012693884,-0.033349786,-0.010165472,0.004418903,-0.002955497,0.07778419,0.082085062,-0.1929555,-0.000745951,-0.048275556,0.044660626,-0.015069971,0.023984221,-0.001515581,0.067939089,-0.015676238,0.040695468,0.004412408,-0.05432754,-0.011076933,-0.080777927,0.045628941,0.072233454,-0.028779812,-0.004762238,0.056856896,0.005203282,-0.056799905,-0.089387509,-0.018922697,0.025579818,0.053703547,0.029863853,0.006832483,0.095090182,0.045049293,-0.034013188,-0.01477884,-0.039208806,-0.058110263,-0.020793006,-0.12955896,0.068681485,0.043697607,-0.041709634,0.00391102,-0.028923033,0.027149788,-0.000526953,0.023354517,-0.056726194,-0.077687218,-0.072599163,-0.156980679,-0.004452598,0.053210045,-8.98E-05,-0.006019461,-0.023364188,-0.027358736,0.051225548,0.042173886,0.118497877,-0.019833977,-0.044176557,0.028633626,0
0.467262143,0.157260168,0.187063322,-0.054702155,0.274572962,0.15004599,-0.030838658,0.081383117,-0.21233595,-0.029821132,0.03261509,-0.04081766,0.163795712,-0.059901677,-0.050170358,-0.02222599,-0.065806156,-0.007949336,-0.050083417,0.013797174,-0.060063453,-0.057998329,0.078221665,-0.059805099,-0.020687999,0.055587541,0.108046852,-0.00328754,0.043763991,0.109028345,0.075980134,-0.078892424,-0.03731711,0.039539407,-0.007022235,0.051562105,0.096603231,-0.131200775,0.05905451,-0.014516845,0.057299429,0.012049854,-0.007698439,-0.051775376,0.022235206,-0.057085248,0.008053752,-0.116755683,0.022039365,-0.004180597,-0.019189925,-0.104510631,0.065624963,-0.091513148,-0.02627039,-0.012719849,-0.04289941,0.047024469,0.00526387,0.014573134,0.071586711,-0.097382663,-0.011254678,0.020862894,0.013276174,-0.026668869,0.003271956,0.004862183,-0.111093498,-0.039038069,-0.057377191,-0.01100159,-0.011433536,0.039255152,0.053005077,-0.062076156,0.001500979,0.114237301,-0.025124102,-0.041629626,0.036527058,-0.066384707,-0.052517796,0.074002413,0.012091482,0.007023835,0.015862031,-0.014987574,-0.087263291,0.032890857,-0.027278255,0.030057518,0.041227583,0.023280953,0.013005648,-0.061316869,-0.046498661,-0.040952513,-0.083194818,0.077603952,0
0.402229597,0.03686441,0.27055174,0.168589532,0.065526416,-0.056942439,-0.100740865,-0.052828206,0.059780526,0.001455902,0.051445061,0.036745644,-0.13071636,-0.19189206,-0.056466086,-0.094631246,0.031662807,-0.037020747,0.082475965,-0.006661326,0.060024463,-0.130074195,-0.031927671,-0.067932743,-0.016418195,-0.131638522,0.160344578,0.02218038,-0.00399694,0.131567085,-0.023239186,-0.057900777,0.034793909,0.040006718,0.018831787,0.090103096,0.028731697,-0.072551009,0.107685439,0.086115629,0.008673424,-0.108648913,-0.090444943,-0.051460522,0.024896144,-0.01561157,-0.021032333,0.108260917,0.001206747,0.028893733,0.020402488,-0.031997118,-0.034348562,-0.000634488,-0.020086211,0.029677066,0.012677408,0.091527741,0.042976588,-0.085496264,0.084799494,-0.038399787,-0.058794356,0.007194887,0.016626029,-0.074752961,-0.017895809,0.059348137,-0.021446243,-0.042854065,0.074405752,-0.064730197,-0.042413732,-0.003418719,0.001760029,0.057614747,0.002168219,0.025755898,-0.00177445,0.049805027,-0.050801366,-0.025944194,0.111437595,0.067052583,0.022326967,-0.010814043,-0.014540753,-0.033625056,-0.013021568,0.007953721,0.028922255,-0.041308888,0.026673056,-0.051938254,0.07043,0.023736708,-0.017027371,-0.011787854,0.02322966,-0.169442566,0
